group_id,girl,kind,idx,n_lines,id,path_id,field_path,text
DateValediction,,DateValediction,189,195,5d7f44f97d77,9004,lineSets[2].lines[2].dialogLine[6].text,I think you deserve a reward for all your hard work.····· Whataya say?·····
DateValediction,,DateValediction,190,195,3539f685d97e,9004,lineSets[2].lines[2].dialogLine[7].text,"I...············· don't think I'm going··· home tonight.············ I mean,·········· if that's alright with you..."
DateValediction,,DateValediction,191,195,a36716be0ae0,9004,lineSets[2].lines[2].dialogLine[8].text,"Alright,····· let's go,····· these pants aren't going to get in themselves."
DateValediction,,DateValediction,192,195,f82beadd788e,9004,lineSets[2].lines[2].dialogLine[9].text,···Let's go back home.····· I have a surprise I wanna show you...
DateValediction,,DateValediction,193,195,13a7aa773d6b,9004,lineSets[2].lines[2].dialogLine[10].text,"My reproductive hormones are filling my mind with strong desires,····· I need to copulate."
DateValediction,,DateValediction,194,195,22266aab3a0c,9004,lineSets[2].lines[2].dialogLine[11].text,"This feeling...·· I can hardly control myself...····· I must have you,····· now.··········"
GameEnding,,,0,27,24cde7829837,8635,steps[0].sceneLine.dialogLine.text,Whohohoooa!!····· That.·········· Was.·········· Awesome!·········· I saw the whole thing.····· I can't believe you nailed my boss!
GameEnding,,,1,27,ab0a02681c6f,8635,steps[1].sceneLine.dialogLine.text,"I mean····· I've heard stories,····· but I've never seen anybody actually pull it off."
GameEnding,,,2,27,f5163b468bf1,8635,steps[2].sceneLine.dialogLine.text,*cccc*·····Was she as good as I imagine?
GameEnding,,,3,27,c5dfffed7475,8635,steps[3].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Awwww··· man!····· Alright····· stop,····· stop.····· I can't believe I'm jealous of you right now."
GameEnding,,,4,27,ff569ebaedf0,8635,steps[3].responseOptions[0].text,She was incredible. There are no words to describe that kind of pleasure.
GameEnding,,,5,27,2cc9fb505323,8635,steps[3].responseOptions[1].steps[0].sceneLine.dialogLine.text,"*hehe*Yo,····· shut······· up.········· You're killin' my dream.····· You know you loved it."
GameEnding,,,6,27,646f12a36ea2,8635,steps[3].responseOptions[2].steps[0].sceneLine.dialogLine.text,"*hahahaha*·····Well,····· yeah,····· I am pretty good..."
GameEnding,,,7,27,309a5e1149a3,8635,steps[4].sceneLine.dialogLine.text,"Mmmmm,····· I'm not even sure what else to say."
GameEnding,,,8,27,dddfef405312,8635,steps[5].sceneLine.dialogLine.text,It feels like just a couple of days ago you could barely get a sentence out in front of a cute girl.
GameEnding,,,9,27,f2d7c01b7054,8635,steps[6].sceneLine.dialogLine.text,Now you're bangin' 'em out left and right.·····*cccc*····· I guess I'm better at my job than I thought...
GameEnding,,,10,27,d016e73c2e55,8635,steps[7].responseOptions[0].steps[0].sceneLine.dialogLine.text,Oh··· please!····· You'd still be crying yourself to sleep if it wasn't for me.
GameEnding,,,11,27,17c573240dfa,8635,steps[7].responseOptions[1].steps[0].sceneLine.dialogLine.text,"Yeah,····· pretty much.····· What can I say?····· I'm kind of a slut."
GameEnding,,,12,27,6dcd94ecac93,8635,steps[7].responseOptions[1].text,"Wait, so like, do you have sex with all your clients?"
GameEnding,,,13,27,4806f8a8bcf7,8635,steps[7].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Don't mention it.····· It's like I said,··· I'm just doing my job."
GameEnding,,,14,27,b6d99ed2c56b,8635,steps[7].responseOptions[2].text,You're the best. Thanks for everything you taught me.
GameEnding,,,15,27,92cea946bc44,8635,steps[8].sceneLine.dialogLine.text,"I'll admit it though, you did good.····· Real good.····· I'm proud of ya!"
GameEnding,,,16,27,e124e755783f,8635,steps[9].sceneLine.dialogLine.text,There's really only one place to go from here...····· one final challenge.········· If you think you're up for it...
GameEnding,,,17,27,dfe591639853,8635,steps[10].responseOptions[0].steps[0].sceneLine.dialogLine.text,*cccc*·····Why you gotta be like that?····· Will you cut me a break over here?
GameEnding,,,18,27,a84489f1f1a5,8635,steps[10].responseOptions[0].text,Didn't Venus say she was the final challenge?
GameEnding,,,19,27,2e9d23be6bbb,8635,steps[10].responseOptions[1].steps[0].sceneLine.dialogLine.text,That's what I'm talkin' about!········ I had a feeling you'd be down.
GameEnding,,,20,27,2ac0edc61c5c,8635,steps[10].responseOptions[2].steps[0].sceneLine.dialogLine.text,Uhhhh...····· what?········· Whatever.··········· I'll explain it anyway incase you change your mind.
GameEnding,,,21,27,4335fa13e60b,8635,steps[11].sceneLine.dialogLine.text,"The final challenge is called ""Alpha Mode"".····· In alpha mode,····· the difficulty will be locked into the ""Hard"" setting."
GameEnding,,,22,27,22e0c4c75c60,8635,steps[12].sceneLine.dialogLine.text,"Dates will continue to increase in difficulty, indefinitely.····· The question is,··· how far can you get?"
GameEnding,,,23,27,c80f73c1eb6e,8635,steps[13].sceneLine.dialogLine.text,"Sounds fun,····· right?·········· It is!·············· But,············ we need to make sure you're really prepared for it."
GameEnding,,,24,27,03e61e90a658,8635,steps[14].sceneLine.dialogLine.text,"So before I activate ""Alpha Mode"",····· I'm going to need you to fork over those panties."
GameEnding,,,25,27,275b83e37475,8635,steps[15].sceneLine.dialogLine.text,All together I need twelve pairs of panties from you;····· each pair from a different girl.
GameEnding,,,26,27,26c42468faea,8635,steps[16].sceneLine.dialogLine.text,"So if you got 'em,····· hand 'em over!····· I'll be waiting!"
GameOpeningPart1,,GameOpeningPart,0,27,fa3b6a5f47c5,8636,steps[0].sceneLine.dialogLine.text,Hi there!
GameOpeningPart1,,GameOpeningPart,1,27,b7563e7c343c,8636,steps[1].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Wow,····· okay.····· Could I get you to maybe take it down a notch?· I'm· right here."
GameOpeningPart1,,GameOpeningPart,2,27,0364e6c91b5b,8636,steps[1].responseOptions[1].steps[0].sceneLine.dialogLine.text,"Ummm, hello?·········· Is anybody home?"
GameOpeningPart1,,GameOpeningPart,3,27,aa86cbb949d0,8636,steps[1].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Yeah, you!"
GameOpeningPart1,,GameOpeningPart,4,27,0f5141fcd1de,8636,steps[2].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Well you're talking to one now,··· champ."
GameOpeningPart1,,GameOpeningPart,5,27,4aec05609b0c,8636,steps[2].responseOptions[0].text,"Oh, sorry. I just... don't talk to many girls."
GameOpeningPart1,,GameOpeningPart,6,27,41ee21ca348a,8636,steps[2].responseOptions[1].steps[0].sceneLine.dialogLine.text,I know right?····· It's crazy.
GameOpeningPart1,,GameOpeningPart,7,27,c95409e4f987,8636,steps[2].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Ooo···kaaaayy,········ maybe we can take a step back here."
GameOpeningPart1,,GameOpeningPart,8,27,8ab309483788,8636,steps[3].sceneLine.dialogLine.text,My name is Kyu;····· nice to meet you.
GameOpeningPart1,,GameOpeningPart,9,27,538c8129497e,8636,steps[4].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Oh thanks.········ No that's great,····· I have a weird name.·····"
GameOpeningPart1,,GameOpeningPart,10,27,542257b43a6f,8636,steps[4].responseOptions[1].steps[0].sceneLine.dialogLine.text,Nope.····· Not like that at all.
GameOpeningPart1,,GameOpeningPart,11,27,cd94a4f4fd81,8636,steps[4].responseOptions[2].steps[0].sceneLine.dialogLine.text,Riiiiiight.··············· We'll try that again later.
GameOpeningPart1,,GameOpeningPart,12,27,8ce54cb838a3,8636,steps[4].responseOptions[2].text,I literally can't remember my name right now.
GameOpeningPart1,,GameOpeningPart,13,27,343ce008f5fa,8636,steps[5].sceneLine.dialogLine.secondaryText,"Look girl,····· are you gonna be alright?····· Looks like you're having some trouble holding it together over there."
GameOpeningPart1,,GameOpeningPart,14,27,6f1b91604bce,8636,steps[5].sceneLine.dialogLine.text,"Look dude,····· are you gonna be alright?····· Looks like you're having some trouble holding it together over there."
GameOpeningPart1,,GameOpeningPart,15,27,43fb29395f5c,8636,steps[6].responseOptions[0].steps[0].sceneLine.dialogLine.text,Psssh!····· That's a fat load of shit and you know it.
GameOpeningPart1,,GameOpeningPart,16,27,05c294fb6968,8636,steps[6].responseOptions[1].steps[0].sceneLine.dialogLine.text,What do I mean?····· I mean I can literally see you sweating through your shirt.
GameOpeningPart1,,GameOpeningPart,17,27,bb4c506a13d6,8636,steps[6].responseOptions[2].steps[0].sceneLine.dialogLine.text,"You just... You just...····· Yeah, that's what I thought."
GameOpeningPart1,,GameOpeningPart,18,27,d12bab84d6a3,8636,steps[7].responseOptions[0].steps[0].sceneLine.dialogLine.text,Or you could just stop being so weird about it.
GameOpeningPart1,,GameOpeningPart,19,27,26d581c9f7b5,8636,steps[7].responseOptions[1].steps[0].sceneLine.dialogLine.text,I could see how uncomfortable you are right now from space.
GameOpeningPart1,,GameOpeningPart,20,27,f4a522b1e3fb,8636,steps[7].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Oh god,·· did you just say that?····· Is this happening?"
GameOpeningPart1,,GameOpeningPart,21,27,b2ec1937d006,8636,steps[7].responseOptions[2].text,"Well, it's just that... you're so pretty and stuff."
GameOpeningPart1,,GameOpeningPart,22,27,5f9ce9cc5807,8636,steps[8].sceneLine.dialogLine.text,"Hmmmmm,····· wait,····· you know what?····· This might actually work..."
GameOpeningPart1,,GameOpeningPart,23,27,f11a901655c1,8636,steps[9].sceneLine.dialogLine.secondaryText,"Yeah,····· yeah... Oh man, this is your lucky day sister!"
GameOpeningPart1,,GameOpeningPart,24,27,52473dd612b4,8636,steps[9].sceneLine.dialogLine.text,"Yeah,····· yeah... Oh man, this is your lucky day buddy!"
GameOpeningPart1,,GameOpeningPart,25,27,d12abf3b9e34,8636,steps[10].sceneLine.dialogLine.text,"Listen,····· I gotta go.····· But, we'll meet again, real soon.····· Trust me."
GameOpeningPart1,,GameOpeningPart,26,27,a2430b0babe8,8636,steps[11].sceneLine.dialogLine.text,Niiight!
GameOpeningPart2,,GameOpeningPart,0,38,3d811d54411d,8637,steps[0].sceneLine.dialogLine.text,"Hey, you!····· Rise and shine!····· We've got work to do."
GameOpeningPart2,,GameOpeningPart,1,38,b8e78a050a96,8637,steps[2].sceneLine.dialogLine.text,I said····· GET UP!
GameOpeningPart2,,GameOpeningPart,2,38,01ed241362b8,8637,steps[3].responseOptions[0].steps[0].sceneLine.dialogLine.secondaryText,No way girlfriend.····· No time to waste!
GameOpeningPart2,,GameOpeningPart,3,38,f071b77e651e,8637,steps[3].responseOptions[0].steps[0].sceneLine.dialogLine.text,No way dude.····· No time to waste!
GameOpeningPart2,,GameOpeningPart,4,38,a097281a2475,8637,steps[3].responseOptions[1].steps[0].sceneLine.dialogLine.text,Am I gonna have to pull the covers off?
GameOpeningPart2,,GameOpeningPart,5,38,d2e6b82f035c,8637,steps[3].responseOptions[1].text,"Alright, alright... I'm up... I'm... zZzZzZz..."
GameOpeningPart2,,GameOpeningPart,6,38,6b8174e3054f,8637,steps[3].responseOptions[2].steps[0].sceneLine.dialogLine.text,*hmmm*···I bet you were...
GameOpeningPart2,,GameOpeningPart,7,38,a5e8edcbbe68,8637,steps[4].responseOptions[1].steps[0].sceneLine.dialogLine.text,Afraid not.····· This is totally happening.
GameOpeningPart2,,GameOpeningPart,8,38,56548e5a8233,8637,steps[4].responseOptions[1].text,That getup... I'm definitely still dreaming.
GameOpeningPart2,,GameOpeningPart,9,38,bf3ccd165720,8637,steps[4].responseOptions[2].steps[0].sceneLine.dialogLine.text,Chill out for a second.····· You'll be glad I showed up.
GameOpeningPart2,,GameOpeningPart,10,38,225cb95aec6e,8637,steps[4].responseOptions[2].text,How did you get in here? I'm calling the police.
GameOpeningPart2,,GameOpeningPart,11,38,a5e742af3a52,8637,steps[5].sceneLine.dialogLine.text,"Don't you recognize this adorable face?····· *hehe*It's·· Kyu,·· from the bar."
GameOpeningPart2,,GameOpeningPart,12,38,0c782939f0c3,8637,steps[6].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Clever disguise,····· right?····· I can change my hair any color I want.····· It's pretty sweet."
GameOpeningPart2,,GameOpeningPart,13,38,35bb38242ed5,8637,steps[6].responseOptions[0].text,"Yeah... but you had brown hair. Also, not wings."
GameOpeningPart2,,GameOpeningPart,14,38,baa7f3a324bf,8637,steps[6].responseOptions[1].steps[0].sceneLine.dialogLine.text,"*hahahahahaha*·····No...······· no.······· God no.·········· Besides,····· I was on the clock."
GameOpeningPart2,,GameOpeningPart,15,38,a7a84b64b845,8637,steps[6].responseOptions[2].steps[0].sceneLine.dialogLine.text,*hhmmmm*·····Why are they always confused?
GameOpeningPart2,,GameOpeningPart,16,38,ba2e49f91d77,8637,steps[6].responseOptions[2].text,I'm so confused right now. What's going on?
GameOpeningPart2,,GameOpeningPart,17,38,7011179a2a3f,8637,steps[7].sceneLine.dialogLine.text,"If you can't tell by now,····· I'm a fairy.··· Well,··· a love fairy to be exact."
GameOpeningPart2,,GameOpeningPart,18,38,0e95a3395b53,8637,steps[8].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Common misconception.····· I assure you that fairies are indeed,····· a thing."
GameOpeningPart2,,GameOpeningPart,19,38,d2d62e8149b0,8637,steps[8].responseOptions[0].text,"Okay. But, fairies aren't actually a thing."
GameOpeningPart2,,GameOpeningPart,20,38,8297bed1e580,8637,steps[8].responseOptions[1].steps[0].sceneLine.dialogLine.text,Good question.····· I'm glad you asked.
GameOpeningPart2,,GameOpeningPart,21,38,3a9da9de99b8,8637,steps[8].responseOptions[2].steps[0].sceneLine.dialogLine.text,"*aaacccc*·····Funny,········ but let's leave the sarcasm to me,········ alright?"
GameOpeningPart2,,GameOpeningPart,22,38,5d27a130bec3,8637,steps[9].sceneLine.dialogLine.secondaryText,"Ya see,··· as a love fairy,· it's my job to help poor gals like you out with the ladies.····· It's just...·· what I do."
GameOpeningPart2,,GameOpeningPart,23,38,f64c49ea6c82,8637,steps[9].sceneLine.dialogLine.text,"Ya see,··· as a love fairy,· it's my job to help poor saps like you out with the ladies.····· It's just...·· what I do."
GameOpeningPart2,,GameOpeningPart,24,38,776b5317ba55,8637,steps[10].sceneLine.dialogLine.text,"I don't like to brag,····· but I'll have you know I have a very impressive track record."
GameOpeningPart2,,GameOpeningPart,25,38,e0cd89aba366,8637,steps[11].sceneLine.dialogLine.text,All of my previous clients are basically walking babe magnets now.
GameOpeningPart2,,GameOpeningPart,26,38,d3a5b46a2286,8637,steps[12].sceneLine.dialogLine.text,"You, though...··· *cccmmccc*········Let's just say, you will be my greatest accomplishment yet."
GameOpeningPart2,,GameOpeningPart,27,38,ecd9abf9a0a7,8637,steps[13].responseOptions[0].steps[0].sceneLine.dialogLine.text,"*haaah*·····No, but seriously."
GameOpeningPart2,,GameOpeningPart,28,38,75b5ebf70ca7,8637,steps[13].responseOptions[0].text,Thanks but no thanks. I'm doing just fine on my own.
GameOpeningPart2,,GameOpeningPart,29,38,fa51a87a6d72,8637,steps[13].responseOptions[1].steps[0].sceneLine.dialogLine.secondaryText,"Man,····· you and all the questions.····· Can't a fairy just help a sister out?"
GameOpeningPart2,,GameOpeningPart,30,38,215fc29af867,8637,steps[13].responseOptions[1].steps[0].sceneLine.dialogLine.text,"Man,····· you and all the questions.····· Can't a fairy just help a brother out?"
GameOpeningPart2,,GameOpeningPart,31,38,7c56058b7ccc,8637,steps[13].responseOptions[1].text,Why do you want to help me? What's in it for you?
GameOpeningPart2,,GameOpeningPart,32,38,6deeed05f0a8,8637,steps[13].responseOptions[2].steps[0].sceneLine.dialogLine.text,"*aaaccc*·····It's fine,····· just go with it;····· it's gonna be great."
GameOpeningPart2,,GameOpeningPart,33,38,4846d2ce924c,8637,steps[13].responseOptions[2].text,I'm still having a hard time accepting the fairy thing. It kinda crushes my reality.
GameOpeningPart2,,GameOpeningPart,34,38,fdc89c18fbd2,8637,steps[14].sceneLine.dialogLine.text,"We need to get started right away.····· Tell me,····· how many dates HAVE you been on?"
GameOpeningPart2,,GameOpeningPart,35,38,4970a711746b,8637,steps[16].sceneLine.dialogLine.text,"Oh··· my··· god,····· it's worse than I thought,····· isn't it?"
GameOpeningPart2,,GameOpeningPart,36,38,98ce66ec4111,8637,steps[17].sceneLine.dialogLine.text,"Alright,··· grab your shit,····· we're going on a date,··· right now.····· Someone has to show you the ropes."
GameOpeningPart2,,GameOpeningPart,37,38,3a13b3cbaebb,8637,steps[18].sceneLine.dialogLine.text,I know a place nearby that's open pretty late.····· You'll love it.····· Or not;··· I don't care.
GameOpeningPart3,,GameOpeningPart,0,32,898339f9ee76,8638,steps[0].sceneLine.dialogLine.text,"Alright,····· I'll try to make this quick."
GameOpeningPart3,,GameOpeningPart,1,32,633824530567,8638,steps[1].sceneLine.dialogLine.text,This is the date grid.····· These little pieces are called tokens.
GameOpeningPart3,,GameOpeningPart,2,32,173145c0ca62,8638,steps[2].sceneLine.dialogLine.text,You earn affection by matching three or more of the circular tokens horizontally or vertically.
GameOpeningPart3,,GameOpeningPart,3,32,9b70b24ec969,8638,steps[3].sceneLine.dialogLine.text,"For a successful date,····· you have to fill the affection meter before you run out of moves."
GameOpeningPart3,,GameOpeningPart,4,32,8f9a489ed16c,8638,steps[4].sceneLine.dialogLine.text,"Go ahead,····· give it a shot.····· Match those orange ones with the crescent shape in the middle of the grid."
GameOpeningPart3,,GameOpeningPart,5,32,34e93d6388f2,8638,steps[7].sceneLine.dialogLine.text,See?····· Easy!
GameOpeningPart3,,GameOpeningPart,6,32,2170cdd05c5f,8638,steps[8].sceneLine.dialogLine.text,Each of the four types of Affection tokens represents a particular trait.
GameOpeningPart3,,GameOpeningPart,7,32,e97d3dce2d81,8638,steps[9].sceneLine.dialogLine.text,"The orange ones represent Romance,····· blue is Talent,····· green is Flirtation··· and red is Sexuality."
GameOpeningPart3,,GameOpeningPart,8,32,109812c5cdda,8638,steps[10].sceneLine.dialogLine.text,Pay attention to which trait your date prefers!····· It'll go a long way.
GameOpeningPart3,,GameOpeningPart,9,32,1019b9b627ae,8638,steps[11].sceneLine.dialogLine.text,Of course matching four or five tokens will get you even more affection.
GameOpeningPart3,,GameOpeningPart,10,32,c13826106757,8638,steps[12].sceneLine.dialogLine.text,I'll show you.····· Match those four Sexuality tokens in the bottom right of the grid.····· The red ones.
GameOpeningPart3,,GameOpeningPart,11,32,fdd944e9b155,8638,steps[15].sceneLine.dialogLine.text,"Sweet.····· Okay,····· what's next..."
GameOpeningPart3,,GameOpeningPart,12,32,06ddcce441ba,8638,steps[16].sceneLine.dialogLine.text,Oh right.····· Let me cover the other token types real quick.
GameOpeningPart3,,GameOpeningPart,13,32,176645a695ac,8638,steps[17].sceneLine.dialogLine.text,The pink hearts are Passion tokens.····· Matching those will raise your date's Passion level.
GameOpeningPart3,,GameOpeningPart,14,32,35d29828580b,8638,steps[18].sceneLine.dialogLine.text,"The higher her passion level is,····· the more affection you'll earn."
GameOpeningPart3,,GameOpeningPart,15,32,dce469908404,8638,steps[19].sceneLine.dialogLine.text,The gold bells are Joy tokens.····· You'll get an extra move by matching those;····· very useful.
GameOpeningPart3,,GameOpeningPart,16,32,996fe1929b68,8638,steps[20].sceneLine.dialogLine.text,"The Broken Heart tokens are bad news.····· Seriously,····· avoid matching those as best you can."
GameOpeningPart3,,GameOpeningPart,17,32,b61ea2c9ada1,8638,steps[21].sceneLine.dialogLine.text,"Finally,····· the tear drops are Sentiment tokens.····· Matching those gives you...····· well,····· Sentiment."
GameOpeningPart3,,GameOpeningPart,18,32,37ad8ce1940f,8638,steps[22].sceneLine.dialogLine.text,You need Sentiment in order to use date gifts.
GameOpeningPart3,,GameOpeningPart,19,32,94317b21561d,8638,steps[23].sceneLine.dialogLine.text,Annnnnnd seeing as how you don't have any date gifts...····· I'm guessing I need to explain that too?
GameOpeningPart3,,GameOpeningPart,20,32,6435b3757807,8638,steps[24].sceneLine.dialogLine.text,"Here,····· I'll hook you up with one of mine.····· It's on the house."
GameOpeningPart3,,GameOpeningPart,21,32,5276cb2a8d6a,8638,steps[28].sceneLine.dialogLine.text,"Like I said,····· you'll need Sentiment to use it."
GameOpeningPart3,,GameOpeningPart,22,32,4727b5894721,8638,steps[29].sceneLine.dialogLine.text,So go ahead and match those three Sentiment tokens in the left most column.····· The tear drops.
GameOpeningPart3,,GameOpeningPart,23,32,1cfa17777875,8638,steps[32].sceneLine.dialogLine.text,"Okay,····· now go ahead and give that date gift to me."
GameOpeningPart3,,GameOpeningPart,24,32,23c3ef25697b,8638,steps[35].sceneLine.dialogLine.text,Cool huh?
GameOpeningPart3,,GameOpeningPart,25,32,370f9ccc7e4c,8638,steps[36].sceneLine.dialogLine.text,"There are like,··· a ton of different date gifts that you can get too."
GameOpeningPart3,,GameOpeningPart,26,32,e246167280d2,8638,steps[37].sceneLine.dialogLine.text,They each have a unique effect on the date and can be extremely useful in combination.
GameOpeningPart3,,GameOpeningPart,27,32,7670c49831cd,8638,steps[38].sceneLine.dialogLine.text,"Oh,·····*cccc*·· and thanks to a little fairy magic,····· you'll never actually lose them."
GameOpeningPart3,,GameOpeningPart,28,32,7ffdf7663f92,8638,steps[39].sceneLine.dialogLine.text,So you can use them on your next date too!····· Is that cool or what?
GameOpeningPart3,,GameOpeningPart,29,32,40cad039814f,8638,steps[40].sceneLine.dialogLine.text,"Alright,····· alright.····· I've gone on long enough."
GameOpeningPart3,,GameOpeningPart,30,32,5d9e21cf5528,8638,steps[41].sceneLine.dialogLine.text,I'll let you finish up the date so you can get the hang of it.
GameOpeningPart3,,GameOpeningPart,31,32,a1a37456911e,8638,steps[42].sceneLine.dialogLine.text,"Oh and don't worry,····· I won't let you fail this one.····· I'm not THAT mean."
GameOpeningPart4,,GameOpeningPart,0,22,43aa788e06fe,8639,steps[0].sceneLine.dialogLine.text,"Aww, shit.····· It's morning already?····· We are way behind schedule."
GameOpeningPart4,,GameOpeningPart,1,22,802efdb20ff5,8639,steps[1].sceneLine.dialogLine.text,"Okay,····· check it out.····· I have one last thing to give you;····· and this is important."
GameOpeningPart4,,GameOpeningPart,2,22,7890c0fd151e,8639,steps[2].sceneLine.dialogLine.text,Introducing...····· the latest in love fairy technology...····· The HunieBee four-point-oh.
GameOpeningPart4,,GameOpeningPart,3,22,d2ebac3117a0,8639,steps[5].sceneLine.dialogLine.text,The HunieBee is an essential lifeline for any player on the go.
GameOpeningPart4,,GameOpeningPart,4,22,76d0178f0af0,8639,steps[6].sceneLine.dialogLine.text,It automatically registers the info of new girls you meet····· and can even track their location.
GameOpeningPart4,,GameOpeningPart,5,22,8b9c7edfc06e,8639,steps[7].sceneLine.dialogLine.text,"You can organize your inventory,····· buy new gifts,····· upgrade your traits...····· It's awesome!"
GameOpeningPart4,,GameOpeningPart,6,22,e50400a4c576,8639,steps[8].sceneLine.dialogLine.secondaryText,"We don't have time to go over every feature,····· but you're a big girl,····· you can figure it out."
GameOpeningPart4,,GameOpeningPart,7,22,7dd9aab64d0c,8639,steps[8].sceneLine.dialogLine.text,"We don't have time to go over every feature,····· but you're a big boy,····· you can figure it out."
GameOpeningPart4,,GameOpeningPart,8,22,8665fcd6c61d,8639,steps[9].sceneLine.dialogLine.text,To access the HunieBee····· all you have to do is right-click at pretty much any time.
GameOpeningPart4,,GameOpeningPart,9,22,5e02c8b3fc93,8639,steps[10].sceneLine.dialogLine.text,Or····· if you're weird····· you can use that button at the top of the screen.
GameOpeningPart4,,GameOpeningPart,10,22,0b8f722e0cca,8639,steps[11].sceneLine.dialogLine.text,Go ahead.····· Break that bad boy open!
GameOpeningPart4,,GameOpeningPart,11,22,29d4b60e54ff,8639,steps[14].sceneLine.dialogLine.text,"Okay,····· great!····· I think that's it for now.····· Let's get out there and talk to some broads!"
GameOpeningPart4,,GameOpeningPart,12,22,a3213eb7b44b,8639,steps[15].responseOptions[0].steps[0].sceneLine.dialogLine.text,That's what I like to hear!
GameOpeningPart4,,GameOpeningPart,13,22,7f2c04cab8f6,8639,steps[15].responseOptions[1].steps[0].sceneLine.dialogLine.text,I saaaiiiid...····· let's go talk to some broads!···
GameOpeningPart4,,GameOpeningPart,14,22,18b8617cefaa,8639,steps[15].responseOptions[1].text,Or... we just chill here and play video games.
GameOpeningPart4,,GameOpeningPart,15,22,4facea2ca698,8639,steps[15].responseOptions[2].steps[0].sceneLine.dialogLine.text,What's that?····· I didn't hear you?··· Did you say...····· hell yeah?
GameOpeningPart4,,GameOpeningPart,16,22,18987a481de1,8639,steps[15].responseOptions[2].text,I'm not ready! Please don't make me do this!
GameOpeningPart4,,GameOpeningPart,17,22,d87f24dee915,8639,steps[16].sceneLine.dialogLine.text,"Now if you wanna meet a hot chick,····· you gotta go where the hot chicks are."
GameOpeningPart4,,GameOpeningPart,18,22,6270447ad385,8639,steps[17].sceneLine.dialogLine.text,I've done some scouting and I have a few ideas of where to start.····· It depends what type of girls you're into.
GameOpeningPart4,,GameOpeningPart,19,22,8b46071bd79f,8639,steps[18].sceneLine.dialogLine.text,"We can check out the university,····· the mall,··· the gym,·· the park·· or the nearby cafe.····· What'll it be?"
GameOpeningPart4,,GameOpeningPart,20,22,ffb9db8660b7,8639,steps[20].sceneLine.dialogLine.text,Good choice rookie!······· Couldn't have picked it better myself.
GameOpeningPart4,,GameOpeningPart,21,22,d10571cc82ca,8639,steps[21].sceneLine.dialogLine.text,"Alright,····· ready?····· Get your game face on!"
GirlIntroInjection1,,,0,3,0e6dcb9d8a80,8640,steps[0].sceneLine.dialogLine.text,"Oh yeah.····· Don't worry,····· they can't see or hear me.····· I'm just a figment of your imagination."
GirlIntroInjection1,,,1,3,12886b8c1446,8640,steps[1].sceneLine.dialogLine.text,Ploooot twiiiiiist!
GirlIntroInjection1,,,2,3,c591af6c6950,8640,steps[2].sceneLine.dialogLine.text,"*hahahaha*·····Nah, I'm crazy real.····· I just hid myself from everyone so I can give you advice on the sidelines."
GirlIntroInjection2,,,0,9,a4a63712355f,8641,steps[1].sceneLine.dialogLine.text,"No!····· Way!...····· You did it!········ Well,··· with my help of course."
GirlIntroInjection2,,,1,9,8237edf082c0,8641,steps[2].sceneLine.dialogLine.text,I gotta admit I did not expect you to pull that off.
GirlIntroInjection2,,,2,9,be18eccae558,8641,steps[3].sceneLine.dialogLine.text,Beginner's luck.····· Don't let it go to your head.
GirlIntroInjection2,,,3,9,3cb4ffccb097,8641,steps[4].sceneLine.dialogLine.text,"By the way,····· that other chick that was here just a second ago?"
GirlIntroInjection2,,,4,9,2678c666f8fc,8641,steps[5].sceneLine.dialogLine.text,"Since she was in range,····· the HunieBee started tracking her location too."
GirlIntroInjection2,,,5,9,5c7cf845b5e8,8641,steps[6].sceneLine.dialogLine.text,"So after you're done here with this girl,····· you can go catch up with her too."
GirlIntroInjection2,,,6,9,d252f6981bd3,8641,steps[7].sceneLine.dialogLine.text,Just bust out the HunieBee and check the girl finder screen.
GirlIntroInjection2,,,7,9,754443436765,8641,steps[8].sceneLine.dialogLine.text,"I'm pumped!····· You pumped?····· Yeah,··· you're pumped!····· Go get em!"
GirlIntroInjection2,,,8,9,9c79b783f054,8641,steps[9].sceneLine.dialogLine.text,I'll be around if you need me!····· *ccccc*·····What am I saying?····· Of course you need me.
GivenDateGift,,GivenDateGift,0,76,99550be151b8,9005,lineSets[0].label,success
GivenDateGift,,GivenDateGift,1,76,d70f75d4e8b5,9005,lineSets[0].lines[0].dialogLine[0].text,Thanks!
GivenDateGift,,GivenDateGift,2,76,74bfd81abbe0,9005,lineSets[0].lines[0].dialogLine[1].text,Beautiful!
GivenDateGift,,GivenDateGift,3,76,7069dae6b363,9005,lineSets[0].lines[0].dialogLine[2].text,Thanks man!
GivenDateGift,,GivenDateGift,4,76,89a80656214d,9005,lineSets[0].lines[0].dialogLine[3].text,Big deal!
GivenDateGift,,GivenDateGift,5,76,d6043b4f400d,9005,lineSets[0].lines[0].dialogLine[4].text,·····Wonderful!·····
