sample_id,category,occurrences,text,pt_BR
d987b037b376,dialogue,1,"I can tell you have some experience with this,····· and I like··· an experienced woman.·····",
873a5a98e3ee,dialogue,1,I can't believe I missed a workout getting ready for this.,
9b5b5fadf8bc,dialogue,1,I can't believe this!····· My own master!,
7943e325c811,dialogue,1,I can't believe you bought this for me!·········· How nice is that?,
27f7f8e7cbf1,dialogue,1,I can't eat this...,
e7f02aea004c,dialogue,1,I can't even...····· I just can't...,
51151b7d857e,dialogue,1,I can't remember. When I look at you time stands still.,
3b94b83221e4,dialogue,1,I can't resist it any longer...····· I insist you take me back to your bedroom.,
b33a5314fb75,dialogue,1,I can't stand parties or the kind of people who go to them.,
152956286a73,dialogue,1,"I can't tell you how much I appreciate this,····· honestly.",
aa4078fc00c9,dialogue,1,I can't tell you how much this means!,
a8629e7caef5,dialogue,1,"I can't wait any longer...····· please,····· make this feeling go away.",
d6bb795e39dc,dialogue,1,I can't wait to hear what you come up with for this...,
9baa8a53688f,dialogue,1,I can't wait to see what you've planned for us.,
fa573bd90a78,dialogue,1,"I cannot control myself anymore,····· I need you in my body.",
07789665866e,dialogue,1,I consider it an honor to accept your challenge.,
804daf194179,dialogue,1,I could become accustomed to this...····· there's no hurry to get back home.,
c7ca2573238a,dialogue,1,I could get used to this kind of treatment.·····*mcmcmc*···,
b84e01cf220d,dialogue,1,"I could have breakfast for every meal,··· I swear.",
40135341c418,dialogue,1,I could not agree with you more!····· I need my sun and fresh air.,
26d581c9f7b5,dialogue,1,I could see how uncomfortable you are right now from space.,
efcae1a48528,dialogue,1,I could swear I've already told you that...,
40a75039ce55,dialogue,1,I couldn't agree more.····· There's no good excuses to lie to someone.,
d6f9ea66417e,dialogue,1,I depends on the person. Some people are hard to trust.,
0e8ce5699ef6,dialogue,1,I don't believe I've had the pleasure of meeting you.·········· The·· cute·· ones·· are·· always·· hiding.·····,
04bcfd7c8909,dialogue,1,"I don't care how fat this makes me,····· I'm eating it.",
f313c7c08ce8,dialogue,1,I don't even want to think about eating right now...,
9e54603a656d,dialogue,1,I don't feel you're being very mindful of my needs.,
8f6d74f02c8e,dialogue,1,I don't have a specific goal. I'm just along for the ride.,
45a7829b3cc9,dialogue,1,"I don't have anywhere else to be tonight...··············· if you wanted to,·········· maybe,·········· do something else?",
5e1444588555,dialogue,1,I don't know about that.·········· I have a couple students who would probably agree with you though. *hahahahahahaha*·····,
bd4a676131fe,dialogue,1,I don't know much about this game...····· is it anything like sex?····· I know a lot about that.,
0cb71555d8b1,dialogue,1,I don't know too many girls who work out with earrings on.,
7abe34443a18,dialogue,1,I don't know what I'm doing here.······· I need a nap...,
3f899babcea1,dialogue,1,I don't know what to say.····· Thank you very much.·····,
a391248a8cee,dialogue,1,"I don't know why, but I always get the feeling that we're not.",
898e2142f869,dialogue,1,"I don't know, that's a difficult topic. It depends.",
597711c56671,dialogue,1,I don't know... I think I'm probably somewhere in the middle.,
43e3cfc2ac5b,dialogue,1,I don't know...····· I'm pretty sure I'm drunk.,
7c875b8a0499,dialogue,1,I don't know...····· this goes against my better judgement...,
208a535a1945,dialogue,1,I don't like being a stray kitty...····· it's no fun...,
01ecc22442a3,dialogue,1,"I don't like bitches. It's like, holy shit chill out bitch.",
7a52039bd875,dialogue,1,I don't like to brag but she came at least three times.,
776b5317ba55,dialogue,1,"I don't like to brag,····· but I'll have you know I have a very impressive track record.",
3046ffb2127d,dialogue,1,"I don't like to brag... but yeah, I'm pretty much the best of all time.",
134dac25f7db,dialogue,1,"I don't mean to be rude,········ but······· I think you've asked that before.",
ea7d4ba58885,dialogue,1,"I don't mean to pry or anything,····· but I've gotta ask...",
e87470ebf917,dialogue,1,I don't really bother with my family these days.,
07a78b6d5323,dialogue,1,I don't really watch porn. It's just not my thing.,
3409cf5958fa,dialogue,1,I don't sit in my room all day.,
602c75750720,dialogue,1,I don't think I'm ready for this date to be over...,
b53bac2160dd,dialogue,1,I don't think so... but there was that one thing...,
acbb9b655c5b,dialogue,1,I don't think there's anything that can't be worked on.,
4a9fdccfe10e,dialogue,1,I don't think you realize the gravity of the situation here.,
9b5c0c41c2c8,dialogue,1,I don't understand...,
70db67188fad,dialogue,1,I don't want anything.····· I'm not even old enough to drink.,
2d6d029d00e9,dialogue,1,"I don't want people to think...·········· I'm like that,·········· you know?",
a88f6a3fec19,dialogue,1,"I don't...····· like...·· I'm not that good,·· or whatever.····· So····· like...····· yeeeah...·····",
4ecc9efca2d5,dialogue,1,"I doubt it. Dreams are probably just that, dreams.",
c5b861fe1d05,dialogue,1,"I enjoy a stiff drink,······· but honestly,······· there's a better time for these things!",
760ab9e1aa7e,dialogue,1,I enjoy being around other people; keeps me from getting bored.,
d3532ef34bd1,dialogue,1,I feel bad;·········· I never have anything for you.,
58cd2f34c63f,dialogue,1,I feel like I can't remember the last time I've eaten...,
bfcc8f00bd9d,dialogue,1,I feel so...····· powerless.····· I have to have you...,
e0476410c7e0,dialogue,1,I feel your pain. This isn't really my scene either.,
26c6d9a59c9d,dialogue,1,I find myself excitedly anticipating our next date.,
ba4a54f8f6b3,dialogue,1,I get the sense something's on your mind.,
5e4d789e6687,dialogue,1,I go to pretty much every party I can get myself invited to.,
8237edf082c0,dialogue,1,I gotta admit I did not expect you to pull that off.,
90db1cf82792,dialogue,1,"I gotta admit,········ I wasn't too sure about you at first.",
9047160cba74,dialogue,1,"I gotta call my babysitter,····· because I don't think I'm coming home tonight...",
211122e7404c,dialogue,1,"I guess I don't have anything better to do right now.········ Okay,·········· we can go.·····",
1ee522bdbd12,dialogue,1,I guess I have a weakness for expensive things...,
ffa0eb370943,dialogue,1,I guess I'll be seein' ya...,
a64a1be258ac,dialogue,1,I guess I'll be seeing you around then?,
689e88240271,dialogue,1,I guess I've got some time.····· Let's do it!,
1fc35800f6af,dialogue,1,I guess should have given you the benefit of the doubt.,
10c66cd67fa5,dialogue,1,I guess that wasn't a complete waste of time.,
dc614918a12c,dialogue,1,"I guess you won't be having much need for these anymore····· huh?········*hahahaha*····· Here,····· I'll trade you for this!",
990efdad8501,dialogue,1,I had a dream I would find my soulmate here. Turns out dreams CAN come true.,
8020eb219cb2,dialogue,1,I had a feeling you were gonna show up.,
ec1a495729c2,dialogue,1,"I had a good time...············· I'm just tired,····· that's all.",
5ad4baf4b55e,dialogue,1,"I had a light breakfast so,········ I'm sure it's okay.",
42347ccd4e54,dialogue,1,I had a··· re*eeee*ally good time last night.·········· Feel free to invite me out again anytime.,
1eae1fec8309,dialogue,1,I had wonderful time.·········· Thank you for inviting me.,
f03ab02411dd,dialogue,1,I hardly recognize you without the virginity!,
dc4c57b391d5,dialogue,1,I hate to say it...····· but I'm probably drunk enough.,
528628b5ef47,dialogue,1,"I have a fairly easy birthday to remember.············· I'm curious,········· do you know it?",
0684eadc20a3,dialogue,1,I have a question for you!·········· Take your time answering.,
ef93b3e59601,dialogue,1,I have all the latest consoles and games. You should see my sick setup.,
04dea77a2fc9,dialogue,1,I have always wanted one of these!,
091d0d44b8c4,dialogue,1,"I have got to get something inside me...····· Food,··· I mean.",
11ec68d28d2f,dialogue,1,I have no patience for people who are rude.,
3dc1ecc14ec5,dialogue,1,"I have question for you,····· so I hope you're prepared.",
fd403ba5e35f,dialogue,1,I have the same view!····· I chose to have my son but I wouldn't want to force anybody.,
73ab0cec7877,dialogue,1,"I have to be attracted to my partner, otherwise it's not gonna work out.",
9edf08003c7c,dialogue,1,"I have to give you credit though,····· that's pretty brave.········ You don't hear that often enough.",
d75f1e322a0d,dialogue,1,I haven't picked up a book since I graduated high school.,
d180aa95b9d6,dialogue,1,I haven't seen you around here before.····· Are you starting this semester?,
ae12230c3bdf,dialogue,1,I hop right into the shower and get the day started!,
2d17796f6dc9,dialogue,1,I hope I don't get any shit····· on this out··fit.,
90957dd390c9,dialogue,1,I hope there aren't too many people here tonight...····· I stand out a little bit...,
4832579ea953,dialogue,1,I hope to see you soon!,
935649ca1440,dialogue,1,I hope you know what you're doing.,
a73a9684f77d,dialogue,1,I hope you're not expecting anything in return.,
9692adb09d1c,dialogue,1,I hope you've been studying!·· Because it's time for a teeeessst!·····,
375510cd9dff,dialogue,1,I just do whatever the magic fairy that follows me around tells me.,
73a9a16caf6f,dialogue,1,I just got bored of her and wanted something else.,
c11ddfb51a00,dialogue,1,I just had a really good question in my head...····· shit...·········· Wait!····· Got it!,
d357671e7569,dialogue,1,I just kinda thought you were cute is all...,
b59192e53073,dialogue,1,I just want somebody who will laugh at my stupid jokes.,
8aa6c6a93c4d,dialogue,1,"I just want to hang out, have fun and see where it goes. You know?",
e64dcff3b5a9,dialogue,1,I just weighed myself this morning;····· it hasn't changed.····· You remember what it is?,
559cead2636b,dialogue,1,"I kinda doubt you'll get this,····· but·· I'm gonna ask anyway...",
76b54b56a4fe,dialogue,1,"I know I still owe you too,····· so don't worry.····· I should be getting my paycheck tomorrow.",
3a13b3cbaebb,dialogue,1,I know a place nearby that's open pretty late.····· You'll love it.····· Or not;··· I don't care.,
33ff036c7610,dialogue,1,"I know it's inadequate nutrition, but it's so tasty!",
40a4ae161b00,dialogue,1,"I know it's sort of hard to remember,········ but········ do you know my last name?",
15cf4a9a83f2,dialogue,1,I know my boobs are kinda small...·········· so you don't have to pretend you like them.,
41ee21ca348a,dialogue,1,I know right?····· It's crazy.,
8830e14f67f7,dialogue,1,I know right?····· There's just something about the academic setting that I love.,
52fa42b6f273,dialogue,1,"I know what you mean.····· I have those days too,··· sometimes.",
49054b89889f,dialogue,1,I know you'll remember this.····· My cup size?,
dc8a1841dee5,dialogue,1,"I know you're gonna be able to tell me what my favorite color is,····· right?",
ff381bfe2942,dialogue,1,"I know!····· Me too,····· me too.····· I like to see what's going into my mouth.",
07c3e05fce44,dialogue,1,"I know,···· right!?·· It's ridiculous.",
55292c193140,dialogue,1,"I know.····· Believe me,··· I know.····· I'm just as surprised as you, but,····· that's her.",
272455035fb1,dialogue,1,"I know.····· Believe me,··· I know.····· I'm just as surprised as you, but,····· that's him.·····",
de13c527786d,dialogue,1,I know.····· What's my favorite spot to chill at?,
7a26ad6f5c60,dialogue,1,I like fiction; especially those epic fantasy novels.,
e655788200d0,dialogue,1,I like that I'm openminded and always learning.,
bb374ca50a11,dialogue,1,I like them off. I don't need to bare witness to that event...,
18d1ef43ec5d,dialogue,1,"I like this way of thinking...····· It is whatever,····· right?",
5a8f70032cd3,dialogue,1,I like to brew a cup for myself every now and again.,
571b57b88d00,dialogue,1,I like to invite the girl over for a glass of wine or two.,
4fc1f58feddf,dialogue,1,I like to take a few moments to reflect on the day ahead of me.,
9a4a9bd893f3,dialogue,1,I like to think I know all the regulars here on a first name basis.,
4ab678d2b96b,dialogue,1,I like to wait a little while and then plot my revenge.,
7b73d0310851,dialogue,1,I like your bed...····· I wish I could have a lazy day and sleep in today...,
8ce54cb838a3,dialogue,1,I literally can't remember my name right now.,
dc97cc1a1feb,dialogue,1,I loooovve the music here.····· It's probably my favorite song on the soundtrack.,
d66e75666c03,dialogue,1,I love it when you bite in and the juice drips down your chin.,
f2db0cafb1a7,dialogue,1,I love kids. They bring so much joy into your life.,
f38f5161cf9e,dialogue,1,"I love makeup, it makes girls look so much prettier.",
5c349341ce87,dialogue,1,I love the academic environment. I wish school never ended.,
ca19cf4a523e,dialogue,1,I may have gotten a little ahead of my stomach...,
b2bd18a07c1d,dialogue,1,"I mean really,····· is a cup of coffee so much to ask?····· Soooo sorry to inconvenience you.",
0446e2f0ce20,dialogue,1,I mean you've got a ways to go...····· but you're turning out to be a regular sex machine.,
e461c15da0a2,dialogue,1,"I mean, a little bit of both would be nice.",
b77f8de6fb0e,dialogue,1,"I mean,·········· if you're really saying you like it...",
ab0a02681c6f,dialogue,1,"I mean····· I've heard stories,····· but I've never seen anybody actually pull it off.",
a04aab2b3ee0,dialogue,1,I meeeaann...· it's more than a second.· Soooooo...···,
2b6d4ff7ef3c,dialogue,1,I might take you up a cup size. You can never have too much boob.,
9b2093f99739,dialogue,1,"I must say,·········· I'm impressed...",
e86e2db1cb8f,dialogue,1,"I need to find a source of energy, fast.···",
b2ee0063027f,dialogue,1,I need to pick up some condoms for our date tonight.,
b5a99eb03077,dialogue,1,I need to pick up some lube for our date tonight.,
48c013348051,dialogue,1,I need to think about getting something to eat first.,
ec63adfa2cf2,dialogue,1,"I normally don't give in so easily,····· so··· consider yourself lucky.",
687074741830,dialogue,1,I only go when I know my close friends are going to be there.,
fc06f8fcb88b,dialogue,1,I only wish I that had something to give you in return.,
23f107038078,dialogue,1,I prefer stability. It's important to have an anchor down somewhere in life.,
53f6bd2a677b,dialogue,1,I prefer that she just lie about it. I know I would.,
e4871c9fe8f7,dialogue,1,I really appreciate it!,
3886d0c4bf26,dialogue,1,"I really appreciate it,····· but··· you don't have to like,····· buy me stuff.",
079ad4f4b691,dialogue,1,"I really appreciate the gesture,·········· but it's just not for me.",
51483334b4cf,dialogue,1,I really appreciate the thought.,
6c27b748a0c1,dialogue,1,"I really have no use for this,····· sorry.",
a16f3d96cc82,dialogue,1,I really hope you'll know this.····· When's my birthday?,
de584297b713,dialogue,1,I really need to get something to eat first.,
70f6021045d3,dialogue,1,I really think I should just be going now.,
d0eb213bb2b2,dialogue,1,I respect your honesty.····· But they better not be cuter than me!,
7f2c04cab8f6,dialogue,1,I saaaiiiid...····· let's go talk to some broads!···,
b8e78a050a96,dialogue,1,I said····· GET UP!,
8d72096da9bf,dialogue,1,"I say cancel the pregnancy. No sense in ruining two lives, right?",
bebe01055b65,dialogue,1,I see...,
978fc89bcfc0,dialogue,1,"I see...············· That's alight,····· I shouldn't have even asked.",
0692c4d35b4f,dialogue,1,I seem to remember answering that question before...,
060bccc2c980,dialogue,1,I seriously can't believe you got this for me!····· Thanks!···,
d7fe0cccb00a,dialogue,1,"I should have left over fifteen minutes ago,·· okay?········ I'm done.·······",
47ae7917c224,dialogue,1,I should never be responsible for another human being.,
b4c9479cf16f,dialogue,1,I shouldn't...····· but I can't help myself!,
ea41488c0617,dialogue,1,I sneak a couple in whenever I can find the chance.,
dba73a64ac96,dialogue,1,"I still have no idea how you managed to get Venus in bed,····· but,··· I'm damn proud of it!",
99f355e1a052,dialogue,1,I suppose I can't argue with that.,
931456f1d42b,dialogue,1,I suppose I could get used to this...,
9ec8f6e5c8a4,dialogue,1,I suppose I lean to the conservative side.,
f05ce2f347ed,dialogue,1,I suppose if I was invited it would be rude not to stop in for a bit.,
92444284f951,dialogue,1,I sure do!········ I know this place inside and out.,
2062757cba78,dialogue,1,"I talk with them every once in a while, but that's about it.",
581cf9ef4571,dialogue,1,I teach here. Professor Handsome they call me.,
248c2d57eb94,dialogue,1,I teach here. Professor Sexy they call me.,
e2ab3230dbc8,dialogue,1,I teach up at U.O.G.*uuu ooo ggg*····· You know the place?··········· It's like the only university in the city for some reason.,
20ec5c9537a9,dialogue,1,I tend to swing to the liberal side of things.,
c62e35562822,dialogue,1,"I think I deserve a little better than that,····· don't you?",
755d0f0f6bf1,dialogue,1,I think I may have a sugar addiction.*hahaha*········,
52cd3ddbab2c,dialogue,1,I think I understand why Kyu was so curious about your potential...,
9614c1284ff5,dialogue,1,I think I would just be really sad about it.,
edda29f36f29,dialogue,1,I think I'd just hang onto it. There's not much I want.,
22787ce59c15,dialogue,1,I think I'm adequately drunk enough...*aaaacc*,
9967deef5801,dialogue,1,I think I'm at my limit for tonight.,
c62f5da9da36,dialogue,1,I think I'm gonna hold off until I can get something to eat.,
84013f109f87,dialogue,1,I think I'm on the verge of alcohol poisoning.,
7ee7c5051534,dialogue,1,I think I'm pretty set...····· but thanks.,
bd77e25ac0ee,dialogue,1,I think I've had enough for the time being.,
4465c0815e78,dialogue,1,I think a little bit of both can be a good thing. Balance is important.,
783abed514d0,dialogue,1,I think achieving your goals is a big part of it.,
a8559a1f3913,dialogue,1,I think both of those viewpoints are a load of shit.,
4f27334784eb,dialogue,1,I think dreams are premonitions of future events.,
0810f5d3e5bf,dialogue,1,I think it looks better when it's clean shaven.,
6c0e64a7b5b0,dialogue,1,I think it should be left up to the potential mother to decide.,
d0092c518217,dialogue,1,"I think it's bad to drink alcohol on an empty stomach,····· right?",
c8be8c62ffd4,dialogue,1,I think just one would give me enough trouble.,
101e7f92aab6,dialogue,1,"I think love exists, but it has to be built between two people over time.",
27cf1cbc8aec,dialogue,1,I think maybe I've had too much to drink.,
777ddb8e5aee,dialogue,1,I think my sense of humor is pretty damn funny.,
1274af5d799b,dialogue,1,I think my tummy is speaking to me.·········· It says:····· feed··· me*eee*!········*hahahahahaha*·····,
764f5a410939,dialogue,1,"I think once in a while is fine but damn, everyday?",
c2cc30c279ce,dialogue,1,I think people are staring at me...·········· What did I tell you about this bikini!,
0460120e8ef7,dialogue,1,I think that's an awesome idea!·········· You ready?,
6c2fb336805d,dialogue,1,I think the real question is how often am I not watching porn.,
5d7f44f97d77,dialogue,1,I think you deserve a reward for all your hard work.····· Whataya say?·····,
b9a6f1ea61dd,dialogue,1,I think...·····*cccc*····· I think those drinks got some weird stuff in em'.,
6cf594d5f267,dialogue,1,I thought you looked really cute standing there all alone.,
e9941329c5e9,dialogue,1,I thought you seemed like a really nice girl.,
f96934835df8,dialogue,1,I told you I didn't want to come here and you dragged me anyway.·········· Just like last time.,
af2f3467b648,dialogue,1,I trust I'll be seeing you tomorrow?,
f8a2dbc75bf6,dialogue,1,I try not to let anybody down but we all make mistakes.,
655e57e8afc2,dialogue,1,"I try to get to the gym when I can, but it's hard.",
7c36f4a32e6c,dialogue,1,I try to relax and remember that nobody is perfect.,
3a8eff522832,dialogue,1,I try to stay as far away from those freaks as I can.,
98d2a8d095f3,dialogue,1,I underestimated you.············ I'm sorry about that.,
4370eb42edc4,dialogue,1,I used to come here a lot as a kid.····· Race you to the big slide!,
7ba78078b840,dialogue,1,I used to play with this all the time when I was young!,
d3e0aaa2be6c,dialogue,1,I wanna ask you about something we talked about before...,
cfddae452e08,dialogue,1,I wanna ask you somethin'...,
99a6ce019598,dialogue,1,I wanna find out how much you know about me.,
a937b705c2cb,dialogue,1,I wanna see you workin' out there today!,
0890937ac88d,dialogue,1,I want to ask you about a prior conversation.,
0dedfd5ae4cc,dialogue,1,I want to be chained to the bed and dominated.,
cbdb8243799e,dialogue,1,I want to hear more about how attractive I am.···*hahahaha*·····*cccc*,
f2dc85e234f9,dialogue,1,I want to know how interesting I am to you...·····*hahahaha*,
44c2dfedd8ca,dialogue,1,I want to see if you've been retaining the information I've shared with you...,
6a23592b7da6,dialogue,1,I was about to ask you the same!·········· Shall we?,
d133d3d0abe9,dialogue,1,"I was always picked last in gym class, so you tell me.",
456595fd5619,dialogue,1,I was just trying to look cool. I don't even know what this machine does.,
3a6ccae59cf1,dialogue,1,I was wondering if maybe you wanted to go on a date sometime.,
3f9a0d4a9143,dialogue,1,"I wish I could be more like that!····· I need to start saving for my future,····· seriously.",
fec7b1c434d2,dialogue,1,I wish they had these back home.,
8fae9b2db6ab,dialogue,1,I wonder how much I've rubbed off on ya...····· Let's see...,
85e2402638cc,dialogue,1,I wonder if you'll remember this...,
0a9d627ecff3,dialogue,1,I wonder what you actually remember about the girls you've conquered...,
a08626453470,dialogue,1,I wonder...····· just how intelligent are you?,
638362eeb2ff,dialogue,1,I would never say no to you sweetie.····· I'm ready when you are.,
3ab6c4726702,dialogue,1,I would say so. I've always been good at saving up for important things.,
ec74c370b8eb,dialogue,1,I wouldn't be caught dead eating such a thing.,
2d90b1a11c59,dialogue,1,I wouldn't do that behind her back. I have self control.,
61b120aac47b,dialogue,1,I wouldn't know what to do with this.·········· I hope you didn't go through much trouble!,
b4023589636c,dialogue,1,"I wouldn't say I'm 100% non-spiritual, but I don't lose my mind about it.",
a8cf8354012e,dialogue,1,I wouldn't say it's NOT working...,
a7dae209aeef,dialogue,1,I'd almost rather be teaching class right now...,
e019f502d9c5,dialogue,1,I'd ask you to refrain from that!,
59766e9a96ed,dialogue,1,I'd be great just to have any sex at all.,
b1d6823d3328,dialogue,1,I'd kill to have tits like that.,
747611f3b473,dialogue,1,I'd like little more.····· Shall we?,
f6dac0f045dd,dialogue,1,I'd much rather be at home by myself most nights.,
b5b0274fb7b7,dialogue,1,I'd really rather eat.····· How aren't you hungry?,
343dff131feb,dialogue,1,I'd say something in-between. Dim lighting is pretty romantic.,
109c209a460a,dialogue,1,I'd spend all of it on luxuries for my girlfriend.,
bf2f5e45dfbe,dialogue,1,I'd··· love·· to!·········· Let's make it happen.,
7a653511cbef,dialogue,1,I'll actually be pretty impressed if you can recall my weight.,
eac09e0c4d31,dialogue,1,I'll admit I had a good time if you stop looking at me like that.,
92cea946bc44,dialogue,1,"I'll admit it though, you did good.····· Real good.····· I'm proud of ya!",
a901fc561093,dialogue,1,"I'll admit it,····· this is actually fun.",
be4d2aac85d4,dialogue,1,I'll be around if you need me!,
9c79b783f054,dialogue,1,I'll be around if you need me!····· *ccccc*·····What am I saying?····· Of course you need me.,
9a6d4607bd1d,dialogue,1,"I'll be at the lazy river,····· come get me when you're ready to leave. *hahahahaha*",
6d698a4ad81d,dialogue,1,I'll be keeping my eye on you.,
d163369d484b,dialogue,1,I'll be surprised if you get this one!····· My birthday...?,
e9408a97935d,dialogue,1,I'll be taking that!,
bdb273615f86,dialogue,1,I'll be the best kitty in the whole world. I promise!,
c70b22e0ae85,dialogue,1,"I'll be there.·········· I don't think I have anything else going on, for once.",
fea7fe7a564d,dialogue,1,I'll be thinking about you!,
c9fc7c8751c3,dialogue,1,I'll call her that same day if I really like her.,
fd719c717834,dialogue,1,I'll cherish it!,
d8c0de291d83,dialogue,1,I'll give you a second to realize why that's a bad idea.,
43a8b81e46bf,dialogue,1,I'll give you a second to try and remember that last time I answered that...,
d8b9dc287a85,dialogue,1,I'll have a tall glass of whatever she's serving;········ know what I'm sayin'?,
0848d7413e52,dialogue,1,I'll just work it off later.,
5d9e21cf5528,dialogue,1,I'll let you finish up the date so you can get the hang of it.,
30312dbb49d0,dialogue,1,I'll look forward to our next encounter.,
9347bd0b6a06,dialogue,1,I'll see you later!,
c13826106757,dialogue,1,I'll show you.····· Match those four Sexuality tokens in the bottom right of the grid.····· The red ones.,
ce9d86ad0a70,dialogue,1,"I'll take it easy on you, I promise.",
31b40944fd1b,dialogue,1,"I'll talk to you later,·· then?",
64460980adf9,dialogue,1,"I'll tell you one thing,··· this is certainly nicer than lunch at the food court.*hahahaha*·····",
aa7995146ab1,dialogue,1,I'll tell you what big shot.····· You caught me in a good mood.,
3b3c59e00817,dialogue,1,"I'll tell you what.··· If you're lucky,··· maybe we can go get high sometime.····· You down?",
acd05c67e73c,dialogue,1,"I'll think about it,·········· after I've had a chance to eat something.",
bed643712ca0,dialogue,1,I'm a little disappointed...·········· but it's alright.,
d9507bee1490,dialogue,1,I'm a naughty teacher...····· and you've been a bad boy...,
2372bdd197f2,dialogue,1,I'm a naughty teacher...····· and you've been a bad girl...,
260f91e2216b,dialogue,1,I'm afraid I have to pass on that.,
4e0891d993ed,dialogue,1,I'm afraid I may have reached my limit for the night.,
551900b6a3a9,dialogue,1,I'm afraid that's not the answer.,
169ca0cedb2b,dialogue,1,I'm all yours.····· Come and get me.,
3a90fd2dae90,dialogue,1,"I'm alright. I give it my best, that's all you can do really.",
ffa8cf7c6467,dialogue,1,I'm anticipating our next meeting.,
7a968acb6ef2,dialogue,1,I'm beginning to feel a little uncoordinated.,
9702dc912110,dialogue,1,I'm certain that you somehow already knew that I'm going to say yes.,
93aad74c6c9c,dialogue,1,I'm cool for now.····· Maybe later.,
b062e27bfa86,dialogue,1,I'm curious to find out if you'll remember this...,
97a14b2bd471,dialogue,1,I'm curious to know how much you really understand...,
8deb631ada75,dialogue,1,I'm curious whether or not you've been paying attention to me...,
13dffd6364a9,dialogue,1,I'm diggin' it!,
2a04490f86d3,dialogue,1,I'm eating shit like this all the time at work.,
b5799c0aab28,dialogue,1,I'm excited to see what you're really capable of...,
2473b898e3a4,dialogue,1,I'm expecting good things from you...,
fe362c60f36f,dialogue,1,I'm far too undernourished for alcohol.,
957f2932669d,dialogue,1,I'm feeling a little lightheaded.····· I should eat something.,
da3064e332f9,dialogue,1,I'm feeling rather undernourished.·················· What do you intend to do about it?,
6c3b8d3d3332,dialogue,1,"I'm fine on liquids,····· but I should replenish my caloric··· energy.",
d98424f47954,dialogue,1,I'm flattered that you haven't forgotten.,
9736bc194724,dialogue,1,I'm getting the sense you're a little out of sync today...,
417c1557038c,dialogue,1,I'm glad I decided to join you.····· It was a fun date.,
43bf266c31f6,dialogue,1,I'm glad I don't have a job or anything to go to.,
eb91cdd9675f,dialogue,1,I'm glad I skipped out on studying to come here with you...,
20dee5fcbe95,dialogue,1,"I'm glad to hear you say that.····· People can change,····· you know?",
a8d898f21945,dialogue,1,I'm glad you asked me out.····· This is beautiful.,
6e413bef2ae1,dialogue,1,I'm glad you came over here.····· I needed a good laugh.,
d91f42926adf,dialogue,1,I'm going to be fuckin' sick.,
de5bfaa12387,dialogue,1,I'm going to be watching you veeeery closely...····· so try not to mess up!,
2d210b5ed56b,dialogue,1,I'm going to test your knowledge...·· of me.,
ed73c9929b40,dialogue,1,I'm good...········ I'm good...,
8ab05a26bde6,dialogue,1,I'm headed to the beach to work on a few poses.········ You should join me.,
3b92b8226ba4,dialogue,1,I'm hungry...,
db651a95c390,dialogue,1,I'm interested in knowing what you think about this...,
669d83e448c4,dialogue,1,I'm just curious...,
4a3df3a81135,dialogue,1,I'm just looking to get a cappuccino.····· It only takes a second.···,
6bb4b3db11ae,dialogue,1,I'm just trying to relax;·········· enjoy a little down time between classes.,
b0390d279e77,dialogue,1,"I'm kind of busy,····· so make it quick.",
c7b4a93f1008,dialogue,1,"I'm looking at a pretty decent amount, but nothing crazy.",
2ec87d19d8c7,dialogue,1,I'm more of a burger and fries type of girl.,
f1d6cd538014,dialogue,1,I'm more of a sweets kinda girl.,
ecb4c517a732,dialogue,1,I'm more of an old school gamer; nothing like the classics.,
b27b4b46f8de,dialogue,1,"I'm normally not the type of girl·· that··· like...····· talks to people,····· or·· whatever...",
a4050f2e0b9c,dialogue,1,"I'm not a big drinker...····· buuut,····· okay!",
5c55364f2416,dialogue,1,"I'm not convinced that love actually exists, it's just an abstract concept.",
843cc5db68b1,dialogue,1,I'm not even sure how to express my gratitude.,
21bd32b41cc6,dialogue,1,I'm not feeling quite up to eating...,
3a676eb81e06,dialogue,1,I'm not feeling too hot...····· maybe later.,
9729ed9de8a3,dialogue,1,I'm not getting any younger so I'm trying to find my wife.,
2b717a1a34c5,dialogue,1,I'm not going to answer the same question twice.,
0a96d37ee84d,dialogue,1,I'm not gonna drink on an empty stomach.,
04d44b8c3854,dialogue,1,"I'm not gonna lie, there's going to be a shopping spree involved.",
4dbf9f77bca6,dialogue,1,"I'm not much of a drinker...····· but...····· alright, fine.",
18987a481de1,dialogue,1,I'm not ready! Please don't make me do this!,
4ab7e4ef5ae3,dialogue,1,"I'm not really into that sort of thing,····· sorry.",
187ea70c48fb,dialogue,1,I'm not really into that type of thing.,
52a2c1241833,dialogue,1,I'm not really into that.,
52572825492d,dialogue,1,I'm not so sure about that.,
9a98aa79667b,dialogue,1,I'm not supposed to mix business with pleasure...····· I'll make an exception·· just this once.···,
095a21950122,dialogue,1,I'm not sure about that kind of food.····· I don't want to risk it.,
127cdd1717b5,dialogue,1,I'm not sure how much more drunk I could possibly be.·····,
e54f89e3fd04,dialogue,1,I'm not sure that's very appropriate right now...,
4dd6f4d6a690,dialogue,1,"I'm not sure what I did to deserve this,····· but thank you.",
c881d65d9da8,dialogue,1,I'm not sure what to say!,
23097e3adf3c,dialogue,1,I'm not that into it. Sometimes I play those mobile games though.,
0c097fab9770,dialogue,1,I'm not used to this kind of attention...······· but·· I'm not exactly complaining...,
